ID	Notes	Scaffold	sgRNA1_ID	Gene1	sgRNA2_ID	Gene2	sgRNA1_Class	sgRNA2_Class	vector_class
DG0008240	ScaffoldPosition	Modified7	919784692		938318214	IMP4	intergenic	unclassified	intergenic + unclassified
DG0008241	ScaffoldPosition	Modified7	996215783		1041266804	RPS20	intergenic	essential	intergenic + essential
DG0008242	ScaffoldPosition	Modified7	996215783		1041266803	RPS20	intergenic	essential	intergenic + essential
DG0008243	ScaffoldPosition	Modified7	930457037		1172333843	EIF2S2	intergenic	unclassified	intergenic + unclassified
DG0008244	ScaffoldPosition	Modified7	930457037		1172333961	EIF2S2	intergenic	unclassified	intergenic + unclassified
DG0008245	ScaffoldPosition	Modified7	1109915083		1144568810	UBB	intergenic	unclassified	intergenic + unclassified
DG0008246	ScaffoldPosition	Modified7	1109915083		1144568793	UBB	intergenic	unclassified	intergenic + unclassified
DG0008247	ScaffoldPosition	Modified7	1076265353		933754040	USP39	intergenic	essential	intergenic + essential
DG0008248	ScaffoldPosition	Modified7	1076265353		933754036	USP39	intergenic	essential	intergenic + essential
DG0008249	ScaffoldPosition	Modified7	1003682266		1147194048	PSMB3	intergenic	essential	intergenic + essential
DG0008250	ScaffoldPosition	Modified7	1003682266		1147194027	PSMB3	intergenic	essential	intergenic + essential
DG0008251	ScaffoldPosition	Modified7	1065073445		1177793888	GABPA	intergenic	unclassified	intergenic + unclassified
DG0008252	ScaffoldPosition	Modified7	1065073445		1177794368	GABPA	intergenic	unclassified	intergenic + unclassified
DG0008253	ScaffoldPosition	Modified7	1133705368		1075035730	EIF3A	intergenic	essential	intergenic + essential
DG0008254	ScaffoldPosition	Modified7	1133705368		1075036296	EIF3A	intergenic	essential	intergenic + essential
DG0008255	ScaffoldPosition	Modified7	958793424		1198462737	RBMX	intergenic	unclassified	intergenic + unclassified
DG0008256	ScaffoldPosition	Modified7	958793424		1198462755	RBMX	intergenic	unclassified	intergenic + unclassified
DG0008257	ScaffoldPosition	Modified7	1117389378		1069503710	DDX21	intergenic	unclassified	intergenic + unclassified
DG0008258	ScaffoldPosition	Modified7	1117389378		1069503101	DDX21	intergenic	unclassified	intergenic + unclassified
DG0008259	ScaffoldPosition	Modified7	1010075660		1151452115	RPL38	intergenic	essential	intergenic + essential
DG0008260	ScaffoldPosition	Modified7	1010075660		1151452114	RPL38	intergenic	essential	intergenic + essential
DG0008261	ScaffoldPosition	Modified7	917570869		999293838	RPS14	intergenic	unclassified	intergenic + unclassified
DG0008262	ScaffoldPosition	Modified7	917570869		999294057	RPS14	intergenic	unclassified	intergenic + unclassified
DG0008263	ScaffoldPosition	Modified7	943930893		1019682691	EIF3B	intergenic	essential	intergenic + essential
DG0008264	ScaffoldPosition	Modified7	943930893		1019683163	EIF3B	intergenic	essential	intergenic + essential
DG0008265	ScaffoldPosition	Modified7	1052633906		929848885	SRBD1	intergenic	unclassified	intergenic + unclassified
DG0008266	ScaffoldPosition	Modified7	1052633906		929848876	SRBD1	intergenic	unclassified	intergenic + unclassified
DG0008267	ScaffoldPosition	Modified7	970782457		925401550	RPS7	intergenic	unclassified	intergenic + unclassified
DG0008268	ScaffoldPosition	Modified7	970782457		925401680	RPS7	intergenic	unclassified	intergenic + unclassified
DG0008269	ScaffoldPosition	Modified7	1113039998		904680605	EIF3I	intergenic	essential	intergenic + essential
DG0008270	ScaffoldPosition	Modified7	1113039998		904680899	EIF3I	intergenic	essential	intergenic + essential
DG0008271	ScaffoldPosition	Modified7	994388002		1128294105	RPL4	intergenic	essential	intergenic + essential
DG0008272	ScaffoldPosition	Modified7	994388002		1128294082	RPL4	intergenic	essential	intergenic + essential
DG0008273	ScaffoldPosition	Modified7	1098881072		1118825862	ERH	intergenic	essential	intergenic + essential
DG0008274	ScaffoldPosition	Modified7	1098881072		1118826401	ERH	intergenic	essential	intergenic + essential
DG0008275	ScaffoldPosition	Modified7	963487696		1129815009	PSMA4	intergenic	unclassified	intergenic + unclassified
DG0008276	ScaffoldPosition	Modified7	963487696		1129815079	PSMA4	intergenic	unclassified	intergenic + unclassified
DG0008277	ScaffoldPosition	Modified7	1057501398		998862371	TCERG1	intergenic	unclassified	intergenic + unclassified
DG0008278	ScaffoldPosition	Modified7	1057501398		998863421	TCERG1	intergenic	unclassified	intergenic + unclassified
DG0008279	ScaffoldPosition	Modified7	1073964058		1102473594	DDX54	intergenic	unclassified	intergenic + unclassified
DG0008280	ScaffoldPosition	Modified7	1073964058		1102471938	DDX54	intergenic	unclassified	intergenic + unclassified
DG0008281	ScaffoldPosition	Modified7	986377309		976250762	COPS4	intergenic	essential	intergenic + essential
DG0008282	ScaffoldPosition	Modified7	986377309		976250769	COPS4	intergenic	essential	intergenic + essential
DG0008283	ScaffoldPosition	Modified7	1127528405		1015403802	RPS12	intergenic	unclassified	intergenic + unclassified
DG0008284	ScaffoldPosition	Modified7	1127528405		1015403753	RPS12	intergenic	unclassified	intergenic + unclassified
DG0008285	ScaffoldPosition	Modified7	987951377		1142164229	ZC3H18	intergenic	unclassified	intergenic + unclassified
DG0008286	ScaffoldPosition	Modified7	987951377		1142164295	ZC3H18	intergenic	unclassified	intergenic + unclassified
DG0008287	NegControls	Modified7	1051818863	IFNW1	1183247112	CACNG2	non-essential	non-essential	non-essential + non-essential
DG0008288	NegControls	Modified7	1051818854	IFNW1	1183228268	CACNG2	non-essential	non-essential	non-essential + non-essential
DG0008289	NegControls	Modified7	1171225709	CSTL1	1092352262	NANOGNB	non-essential	non-essential	non-essential + non-essential
DG0008290	NegControls	Modified7	1171226194	CSTL1	1092352881	NANOGNB	non-essential	non-essential	non-essential + non-essential
DG0008291	NegControls	Modified7	1031483406	FEZF1	1114207936	RNASE12	non-essential	non-essential	non-essential + non-essential
DG0008292	NegControls	Modified7	1031483450	FEZF1	1114207942	RNASE12	non-essential	non-essential	non-essential + non-essential
DG0008293	NegControls	Modified7	1147516555	KRTAP4-12	1200470416	TGIF2LY	non-essential	unclassified	non-essential + unclassified
DG0008294	NegControls	Modified7	1147516634	KRTAP4-12	1200470415	TGIF2LY	non-essential	unclassified	non-essential + unclassified
DG0008295	NegControls	Modified7	1064695975	SLC39A12	917902950	NPHS2	non-essential	non-essential	non-essential + non-essential
DG0008296	NegControls	Modified7	1064697332	SLC39A12	917902774	NPHS2	non-essential	non-essential	non-essential + non-essential
DG0008297	NegControls	Modified7	936496744	IL36B	1172028976	XKR7	non-essential	non-essential	non-essential + non-essential
DG0008298	NegControls	Modified7	936496742	IL36B	1172028981	XKR7	non-essential	non-essential	non-essential + non-essential
DG0008299	NegControls	Modified7	999470971	GLRA1	901972420	PRAMEF7	non-essential	unclassified	non-essential + unclassified
DG0008300	NegControls	Modified7	999475258	GLRA1	901972285	PRAMEF7	non-essential	unclassified	non-essential + unclassified
DG0008301	NegControls	Modified7	1036633442	PRSS55	965796708	GHSR	non-essential	non-essential	non-essential + non-essential
DG0008302	NegControls	Modified7	1036633144	PRSS55	965796658	GHSR	non-essential	non-essential	non-essential + non-essential
DG0008303	NegControls	Modified7	942449475	HOXD12	966837201	HTR3C	non-essential	non-essential	non-essential + non-essential
DG0008304	NegControls	Modified7	942449472	HOXD12	966836988	HTR3C	non-essential	non-essential	non-essential + non-essential
DG0008305	NegControls	Modified7	1082607954	TRIM48	1168744791	DEFB129	non-essential	non-essential	non-essential + non-essential
DG0008306	NegControls	Modified7	1082607955	TRIM48	1168744793	DEFB129	non-essential	non-essential	non-essential + non-essential
DG0008307	NegControls	Modified7	1171255873	CST4	908692486	INSL5	non-essential	non-essential	non-essential + non-essential
DG0008308	NegControls	Modified7	1171255892	CST4	908692734	INSL5	non-essential	non-essential	non-essential + non-essential
DG0008309	NegControls	Modified7	908857490	RPE65	1090172552	PANX3	non-essential	non-essential	non-essential + non-essential
DG0008310	NegControls	Modified7	908857230	RPE65	1090171744	PANX3	non-essential	non-essential	non-essential + non-essential
DG0008311	NegControls	Modified7	1196876428	RHOXF2	1171034873	PAX1	unclassified	non-essential	unclassified + non-essential
DG0008312	NegControls	Modified7	1196876429	RHOXF2	1171034936	PAX1	unclassified	non-essential	unclassified + non-essential
DG0008313	NegControls	Modified7	1150277704	CSH1	1197967419	FRMD7	unclassified	unclassified	unclassified + unclassified
DG0008314	NegControls	Modified7	1150275568	CSH1	1197968016	FRMD7	unclassified	unclassified	unclassified + unclassified
DG0008315	NegControls	Modified7	1179939311	KRTAP10-9	1150277660	CSHL1	non-essential	non-essential	non-essential + non-essential
DG0008316	NegControls	Modified7	1179939219	KRTAP10-9	1150277661	CSHL1	non-essential	non-essential	non-essential + non-essential
DG0008317	NegControls	Modified7	1179936978	KRTAP10-8	1186949604	GLRA2	non-essential	unclassified	non-essential + unclassified
DG0008318	NegControls	Modified7	1179936969	KRTAP10-8	1186947163	GLRA2	non-essential	unclassified	non-essential + unclassified
DG0008319	NegControls	Modified7	1178196301	KRTAP23-1	1102519181	LHX5	non-essential	non-essential	non-essential + non-essential
DG0008320	NegControls	Modified7	1178196305	KRTAP23-1	1102519382	LHX5	non-essential	non-essential	non-essential + non-essential
DG0008321	NegControls	Modified7	919516298	ATP6V1G3	997208154	IL3	non-essential	non-essential	non-essential + non-essential
DG0008322	NegControls	Modified7	919516301	ATP6V1G3	997207945	IL3	non-essential	non-essential	non-essential + non-essential
DG0008323	NegControls	Modified7	1036332501	DEFB104A	1147526262	KRTAP9-2	unclassified	unclassified	unclassified + unclassified
DG0008324	NegControls	Modified7	1036332498	DEFB104A	1147526264	KRTAP9-2	unclassified	unclassified	unclassified + unclassified
DG0008325	NegControls	Modified7	1190200097	SSX3	1182726785	BPIFC	unclassified	non-essential	unclassified + non-essential
DG0008326	NegControls	Modified7	1190200104	SSX3	1182725982	BPIFC	unclassified	non-essential	unclassified + non-essential
DG0008327	NegControls	Modified7	1086692433	TRIM49	1135669275	CACNG3	unclassified	non-essential	unclassified + non-essential
DG0008328	NegControls	Modified7	1086692439	TRIM49	1135669259	CACNG3	unclassified	non-essential	unclassified + non-essential
DG0008329	NegControls	Modified7	1149172099	KIF2B	1039684817	ADAM2	non-essential	non-essential	non-essential + non-essential
DG0008330	NegControls	Modified7	1149172066	KIF2B	1039684798	ADAM2	non-essential	non-essential	non-essential + non-essential
DG0008331	NegControls	Modified7	950911412	DAZL	1090108998	TMEM225	non-essential	non-essential	non-essential + non-essential
DG0008332	NegControls	Modified7	950911448	DAZL	1090109067	TMEM225	non-essential	non-essential	non-essential + non-essential
DG0008333	NegControls	Modified7	976688733	MEPE	1093096530	PDE6H	non-essential	non-essential	non-essential + non-essential
DG0008334	NegControls	Modified7	976688723	MEPE	1093096606	PDE6H	non-essential	non-essential	non-essential + non-essential
DG0008335	NegControls	Modified7	1178207905	KRTAP19-3	975061004	STATH	non-essential	non-essential	non-essential + non-essential
DG0008336	NegControls	Modified7	1178207935	KRTAP19-3	975061069	STATH	non-essential	non-essential	non-essential + non-essential
DG0008337	NegControls	Modified7	1166288561	DMRTC2	934594637	TRIM43	non-essential	non-essential	non-essential + non-essential
DG0008338	NegControls	Modified7	1166288585	DMRTC2	934594697	TRIM43	non-essential	non-essential	non-essential + non-essential
DG0008339	NegControls	Modified7	907296634	DMRTB1	1074728445	CCDC172	non-essential	non-essential	non-essential + non-essential
DG0008340	NegControls	Modified7	907296528	DMRTB1	1074727379	CCDC172	non-essential	non-essential	non-essential + non-essential
DG0008341	NegControls	Modified7	1176816820	POTED	1086961189	MTNR1B	non-essential	non-essential	non-essential + non-essential
DG0008342	NegControls	Modified7	1176816814	POTED	1086961218	MTNR1B	non-essential	non-essential	non-essential + non-essential
DG0008343	NegControls	Modified7	903835000	CATSPER4	1067805640	DRGX	non-essential	non-essential	non-essential + non-essential
DG0008344	NegControls	Modified7	903833952	CATSPER4	1067805637	DRGX	non-essential	non-essential	non-essential + non-essential
DG0008345	NegControls	Modified7	1049484433	GML	1178202708	KRTAP13-3	non-essential	non-essential	non-essential + non-essential
DG0008346	NegControls	Modified7	1049483861	GML	1178202664	KRTAP13-3	non-essential	non-essential	non-essential + non-essential
DG0008347	NegControls	Modified7	1147519852	KRTAP4-4	1179934162	KRTAP10-6	non-essential	non-essential	non-essential + non-essential
DG0008348	NegControls	Modified7	1147519858	KRTAP4-4	1179934200	KRTAP10-6	non-essential	non-essential	non-essential + non-essential
DG0008349	NegControls	Modified7	1150097638	EFCAB3	1198362066	SAGE1	non-essential	unclassified	non-essential + unclassified
DG0008350	NegControls	Modified7	1150097929	EFCAB3	1198362189	SAGE1	non-essential	unclassified	non-essential + unclassified
DG0008351	NegControls	Modified7	1188834930	FAM47B	1092712611	PRB1	unclassified	non-essential	unclassified + non-essential
DG0008352	NegControls	Modified7	1188834946	FAM47B	1092712647	PRB1	unclassified	non-essential	unclassified + non-essential
DG0008353	NegControls	Modified7	1077365736	INS	1201856243	HSFY1	non-essential	unclassified	non-essential + unclassified
DG0008354	NegControls	Modified7	1077365716	INS	1201856251	HSFY1	non-essential	unclassified	non-essential + unclassified
DG0008355	NegControls	Modified7	1065948156	LYZL2	932097726	BMP10	unclassified	non-essential	unclassified + non-essential
DG0008356	NegControls	Modified7	1065948155	LYZL2	932097742	BMP10	unclassified	non-essential	unclassified + non-essential
DG0008357	NegControls	Modified7	1168373685	NLRP4	901956961	PRAMEF1	non-essential	non-essential	non-essential + non-essential
DG0008358	NegControls	Modified7	1168373736	NLRP4	901956966	PRAMEF1	non-essential	non-essential	non-essential + non-essential
DG0008359	NegControls	Modified7	1008573169	GSTA5	1178198125	KRTAP13-2	non-essential	non-essential	non-essential + non-essential
DG0008360	NegControls	Modified7	1008573167	GSTA5	1178198166	KRTAP13-2	non-essential	non-essential	non-essential + non-essential
DG0008361	NegControls	Modified7	1179940683	KRTAP10-10	1179928474	KRTAP10-2	non-essential	non-essential	non-essential + non-essential
DG0008362	NegControls	Modified7	1179940756	KRTAP10-10	1179928398	KRTAP10-2	non-essential	non-essential	non-essential + non-essential
DG0008363	NegControls	Modified7	907389051	CDCP2	907518511	BSND	non-essential	non-essential	non-essential + non-essential
DG0008364	NegControls	Modified7	907389019	CDCP2	907518291	BSND	non-essential	non-essential	non-essential + non-essential
DG0008365	NegControls	Modified7	1072534016	OPALIN	909462347	ASB17	non-essential	non-essential	non-essential + non-essential
DG0008366	NegControls	Modified7	1072534330	OPALIN	909462363	ASB17	non-essential	non-essential	non-essential + non-essential
DG0008367	NegControls	Modified7	1051833241	IFNA5	901965269	PRAMEF2	non-essential	non-essential	non-essential + non-essential
DG0008368	NegControls	Modified7	1051833214	IFNA5	901965122	PRAMEF2	non-essential	non-essential	non-essential + non-essential
DG0008369	NegControls	Modified7	1018794733	TCP10L2	1192782090	ZCCHC13	non-essential	unclassified	non-essential + unclassified
DG0008370	NegControls	Modified7	1018794737	TCP10L2	1192782092	ZCCHC13	non-essential	unclassified	non-essential + unclassified
DG0008371	NegControls	Modified7	1176735604	TPTE	913041797	TSHB	non-essential	non-essential	non-essential + non-essential
DG0008372	NegControls	Modified7	1176739787	TPTE	913041755	TSHB	non-essential	non-essential	non-essential + non-essential
DG0008373	NegControls	Modified7	1179931607	KRTAP10-4	1092689495	TAS2R43	non-essential	non-essential	non-essential + non-essential
DG0008374	NegControls	Modified7	1179931556	KRTAP10-4	1092689481	TAS2R43	non-essential	non-essential	non-essential + non-essential
DG0008375	NegControls	Modified7	1193601046	POU3F4	1092681410	TAS2R50	unclassified	non-essential	unclassified + non-essential
DG0008376	NegControls	Modified7	1193601022	POU3F4	1092681418	TAS2R50	unclassified	non-essential	unclassified + non-essential
DG0008377	NegControls	Modified7	932106355	GKN2	1052357868	IFNK	non-essential	non-essential	non-essential + non-essential
DG0008378	NegControls	Modified7	932106410	GKN2	1052357861	IFNK	non-essential	non-essential	non-essential + non-essential
DG0008379	NegControls	Modified7	1092708504	PRB4	1092697276	TAS2R42	non-essential	non-essential	non-essential + non-essential
DG0008380	NegControls	Modified7	1092708608	PRB4	1092697272	TAS2R42	non-essential	non-essential	non-essential + non-essential
DG0008381	NegControls	Modified7	1173765851	WFDC9	1188257527	DCAF8L1	non-essential	unclassified	non-essential + unclassified
DG0008382	NegControls	Modified7	1173765849	WFDC9	1188257533	DCAF8L1	non-essential	unclassified	non-essential + unclassified
DG0008383	NegControls	Modified7	1146616593	CCL1	975078795	CSN3	non-essential	non-essential	non-essential + non-essential
DG0008384	NegControls	Modified7	1146616599	CCL1	975078780	CSN3	non-essential	non-essential	non-essential + non-essential
DG0008385	NegControls	Modified7	991198385	HTR1A	1181718694	PIWIL3	non-essential	non-essential	non-essential + non-essential
DG0008386	NegControls	Modified7	991198339	HTR1A	1181719066	PIWIL3	non-essential	non-essential	non-essential + non-essential
DG0008387	NegControls	Modified7	1173728383	RBPJL	1051825745	IFNA16	non-essential	non-essential	non-essential + non-essential
DG0008388	NegControls	Modified7	1173728275	RBPJL	1051825756	IFNA16	non-essential	non-essential	non-essential + non-essential
DG0008389	NegControls	Modified7	974906871	TMPRSS11F	1092687108	TAS2R46	non-essential	non-essential	non-essential + non-essential
DG0008390	NegControls	Modified7	974908830	TMPRSS11F	1092687128	TAS2R46	non-essential	non-essential	non-essential + non-essential
DG0008391	NegControls	Modified7	1167982821	BIRC8	975057952	CSN2	non-essential	non-essential	non-essential + non-essential
DG0008392	NegControls	Modified7	1167982814	BIRC8	975057872	CSN2	non-essential	non-essential	non-essential + non-essential
DG0008393	NegControls	Modified7	903867828	LIN28A	1173770290	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0008394	NegControls	Modified7	903869735	LIN28A	1173770157	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0008395	NegControls	Modified7	1008369385	TFAP2D	910911944	C1orf146	non-essential	non-essential	non-essential + non-essential
DG0008396	NegControls	Modified7	1008369389	TFAP2D	910911948	C1orf146	non-essential	non-essential	non-essential + non-essential
DG0008397	NegControls	Modified7	1095223362	C12orf40	935154696	NMS	non-essential	non-essential	non-essential + non-essential
DG0008398	NegControls	Modified7	1095226419	C12orf40	935155046	NMS	non-essential	non-essential	non-essential + non-essential
DG0008399	NegControls	Modified7	932625548	EGR4	990434992	DDX4	non-essential	non-essential	non-essential + non-essential
DG0008400	NegControls	Modified7	932625545	EGR4	990434988	DDX4	non-essential	non-essential	non-essential + non-essential
DG0008401	NegControls	Modified7	1067440506	ANTXRL	1201000518	TSPY1	non-essential	unclassified	non-essential + unclassified
DG0008402	NegControls	Modified7	1067439053	ANTXRL	1201000523	TSPY1	non-essential	unclassified	non-essential + unclassified
DG0008403	NegControls	Modified7	1187147516	S100G	1051822762	IFNA4	unclassified	non-essential	unclassified + non-essential
DG0008404	NegControls	Modified7	1187147890	S100G	1051822757	IFNA4	unclassified	non-essential	unclassified + non-essential
DG0008405	NegControls	Modified7	1168531779	ZIM3	1084407142	MRGPRD	non-essential	non-essential	non-essential + non-essential
DG0008406	NegControls	Modified7	1168531785	ZIM3	1084407168	MRGPRD	non-essential	non-essential	non-essential + non-essential
DG0008407	NegControls	Modified7	1198714969	F9	1008043286	MEP1A	unclassified	non-essential	unclassified + non-essential
DG0008408	NegControls	Modified7	1198714973	F9	1008043626	MEP1A	unclassified	non-essential	unclassified + non-essential
DG0008409	NegControls	Modified7	973909946	PDCL2	1051820903	IFNA21	non-essential	non-essential	non-essential + non-essential
DG0008410	NegControls	Modified7	973911037	PDCL2	1051820884	IFNA21	non-essential	non-essential	non-essential + non-essential
DG0008411	NegControls	Modified7	1147540123	KRT33A	1083122136	MS4A13	non-essential	non-essential	non-essential + non-essential
DG0008412	NegControls	Modified7	1147539594	KRT33A	1083122535	MS4A13	non-essential	non-essential	non-essential + non-essential
DG0008413	NegControls	Modified7	1033633344	TAS2R39	1015387797	TAAR1	non-essential	non-essential	non-essential + non-essential
DG0008414	NegControls	Modified7	1033633384	TAS2R39	1015387780	TAAR1	non-essential	non-essential	non-essential + non-essential
DG0008415	NegControls	Modified7	1014048254	RFX6	1079266072	MRGPRX1	non-essential	non-essential	non-essential + non-essential
DG0008416	NegControls	Modified7	1014046491	RFX6	1079266101	MRGPRX1	non-essential	non-essential	non-essential + non-essential
DG0008417	NegControls	Modified7	912321583	FNDC7	1008792122	HCRTR2	non-essential	non-essential	non-essential + non-essential
DG0008418	NegControls	Modified7	912321508	FNDC7	1008786472	HCRTR2	non-essential	non-essential	non-essential + non-essential
DG0008419	NegControls	Modified7	1066603259	ANKRD30A	1171954485	DEFB123	non-essential	non-essential	non-essential + non-essential
DG0008420	NegControls	Modified7	1066604077	ANKRD30A	1171954487	DEFB123	non-essential	non-essential	non-essential + non-essential
DG0008421	NegControls	Modified7	915090097	S100A7A	999021828	SPINK14	non-essential	non-essential	non-essential + non-essential
DG0008422	NegControls	Modified7	915090087	S100A7A	999021822	SPINK14	non-essential	non-essential	non-essential + non-essential
DG0008423	NegControls	Modified7	999021822	SPINK14	915090087	S100A7A	non-essential	non-essential	non-essential + non-essential
DG0008424	NegControls	Modified7	999021828	SPINK14	915090097	S100A7A	non-essential	non-essential	non-essential + non-essential
DG0008425	NegControls	Modified7	1171954487	DEFB123	1066604077	ANKRD30A	non-essential	non-essential	non-essential + non-essential
DG0008426	NegControls	Modified7	1171954485	DEFB123	1066603259	ANKRD30A	non-essential	non-essential	non-essential + non-essential
DG0008427	NegControls	Modified7	1008786472	HCRTR2	912321508	FNDC7	non-essential	non-essential	non-essential + non-essential
DG0008428	NegControls	Modified7	1008792122	HCRTR2	912321583	FNDC7	non-essential	non-essential	non-essential + non-essential
DG0008429	NegControls	Modified7	1079266101	MRGPRX1	1014046491	RFX6	non-essential	non-essential	non-essential + non-essential
DG0008430	NegControls	Modified7	1079266072	MRGPRX1	1014048254	RFX6	non-essential	non-essential	non-essential + non-essential
DG0008431	NegControls	Modified7	1015387780	TAAR1	1033633384	TAS2R39	non-essential	non-essential	non-essential + non-essential
DG0008432	NegControls	Modified7	1015387797	TAAR1	1033633344	TAS2R39	non-essential	non-essential	non-essential + non-essential
DG0008433	NegControls	Modified7	1083122535	MS4A13	1147539594	KRT33A	non-essential	non-essential	non-essential + non-essential
DG0008434	NegControls	Modified7	1083122136	MS4A13	1147540123	KRT33A	non-essential	non-essential	non-essential + non-essential
DG0008435	NegControls	Modified7	1051820884	IFNA21	973911037	PDCL2	non-essential	non-essential	non-essential + non-essential
DG0008436	NegControls	Modified7	1051820903	IFNA21	973909946	PDCL2	non-essential	non-essential	non-essential + non-essential
DG0008437	NegControls	Modified7	1008043626	MEP1A	1198714973	F9	non-essential	unclassified	non-essential + unclassified
DG0008438	NegControls	Modified7	1008043286	MEP1A	1198714969	F9	non-essential	unclassified	non-essential + unclassified
DG0008439	NegControls	Modified7	1084407168	MRGPRD	1168531785	ZIM3	non-essential	non-essential	non-essential + non-essential
DG0008440	NegControls	Modified7	1084407142	MRGPRD	1168531779	ZIM3	non-essential	non-essential	non-essential + non-essential
DG0008441	NegControls	Modified7	1051822757	IFNA4	1187147890	S100G	non-essential	unclassified	non-essential + unclassified
DG0008442	NegControls	Modified7	1051822762	IFNA4	1187147516	S100G	non-essential	unclassified	non-essential + unclassified
DG0008443	NegControls	Modified7	1201000523	TSPY1	1067439053	ANTXRL	unclassified	non-essential	unclassified + non-essential
DG0008444	NegControls	Modified7	1201000518	TSPY1	1067440506	ANTXRL	unclassified	non-essential	unclassified + non-essential
DG0008445	NegControls	Modified7	990434988	DDX4	932625545	EGR4	non-essential	non-essential	non-essential + non-essential
DG0008446	NegControls	Modified7	990434992	DDX4	932625548	EGR4	non-essential	non-essential	non-essential + non-essential
DG0008447	NegControls	Modified7	935155046	NMS	1095226419	C12orf40	non-essential	non-essential	non-essential + non-essential
DG0008448	NegControls	Modified7	935154696	NMS	1095223362	C12orf40	non-essential	non-essential	non-essential + non-essential
DG0008449	NegControls	Modified7	910911948	C1orf146	1008369389	TFAP2D	non-essential	non-essential	non-essential + non-essential
DG0008450	NegControls	Modified7	910911944	C1orf146	1008369385	TFAP2D	non-essential	non-essential	non-essential + non-essential
DG0008451	NegControls	Modified7	1173770157	WFDC11	903869735	LIN28A	non-essential	non-essential	non-essential + non-essential
DG0008452	NegControls	Modified7	1173770290	WFDC11	903867828	LIN28A	non-essential	non-essential	non-essential + non-essential
DG0008453	NegControls	Modified7	975057872	CSN2	1167982814	BIRC8	non-essential	non-essential	non-essential + non-essential
DG0008454	NegControls	Modified7	975057952	CSN2	1167982821	BIRC8	non-essential	non-essential	non-essential + non-essential
DG0008455	NegControls	Modified7	1092687128	TAS2R46	974908830	TMPRSS11F	non-essential	non-essential	non-essential + non-essential
DG0008456	NegControls	Modified7	1092687108	TAS2R46	974906871	TMPRSS11F	non-essential	non-essential	non-essential + non-essential
DG0008457	NegControls	Modified7	1051825756	IFNA16	1173728275	RBPJL	non-essential	non-essential	non-essential + non-essential
DG0008458	NegControls	Modified7	1051825745	IFNA16	1173728383	RBPJL	non-essential	non-essential	non-essential + non-essential
DG0008459	NegControls	Modified7	1181719066	PIWIL3	991198339	HTR1A	non-essential	non-essential	non-essential + non-essential
DG0008460	NegControls	Modified7	1181718694	PIWIL3	991198385	HTR1A	non-essential	non-essential	non-essential + non-essential
DG0008461	NegControls	Modified7	975078780	CSN3	1146616599	CCL1	non-essential	non-essential	non-essential + non-essential
DG0008462	NegControls	Modified7	975078795	CSN3	1146616593	CCL1	non-essential	non-essential	non-essential + non-essential
DG0008463	NegControls	Modified7	1188257533	DCAF8L1	1173765849	WFDC9	unclassified	non-essential	unclassified + non-essential
DG0008464	NegControls	Modified7	1188257527	DCAF8L1	1173765851	WFDC9	unclassified	non-essential	unclassified + non-essential
DG0008465	NegControls	Modified7	1092697272	TAS2R42	1092708608	PRB4	non-essential	non-essential	non-essential + non-essential
DG0008466	NegControls	Modified7	1092697276	TAS2R42	1092708504	PRB4	non-essential	non-essential	non-essential + non-essential
DG0008467	NegControls	Modified7	1052357861	IFNK	932106410	GKN2	non-essential	non-essential	non-essential + non-essential
DG0008468	NegControls	Modified7	1052357868	IFNK	932106355	GKN2	non-essential	non-essential	non-essential + non-essential
DG0008469	NegControls	Modified7	1092681418	TAS2R50	1193601022	POU3F4	non-essential	unclassified	non-essential + unclassified
DG0008470	NegControls	Modified7	1092681410	TAS2R50	1193601046	POU3F4	non-essential	unclassified	non-essential + unclassified
DG0008471	NegControls	Modified7	1092689481	TAS2R43	1179931556	KRTAP10-4	non-essential	non-essential	non-essential + non-essential
DG0008472	NegControls	Modified7	1092689495	TAS2R43	1179931607	KRTAP10-4	non-essential	non-essential	non-essential + non-essential
DG0008473	NegControls	Modified7	913041755	TSHB	1176739787	TPTE	non-essential	non-essential	non-essential + non-essential
DG0008474	NegControls	Modified7	913041797	TSHB	1176735604	TPTE	non-essential	non-essential	non-essential + non-essential
DG0008475	NegControls	Modified7	1192782092	ZCCHC13	1018794737	TCP10L2	unclassified	non-essential	unclassified + non-essential
DG0008476	NegControls	Modified7	1192782090	ZCCHC13	1018794733	TCP10L2	unclassified	non-essential	unclassified + non-essential
DG0008477	NegControls	Modified7	901965122	PRAMEF2	1051833214	IFNA5	non-essential	non-essential	non-essential + non-essential
DG0008478	NegControls	Modified7	901965269	PRAMEF2	1051833241	IFNA5	non-essential	non-essential	non-essential + non-essential
DG0008479	NegControls	Modified7	909462363	ASB17	1072534330	OPALIN	non-essential	non-essential	non-essential + non-essential
DG0008480	NegControls	Modified7	909462347	ASB17	1072534016	OPALIN	non-essential	non-essential	non-essential + non-essential
DG0008481	NegControls	Modified7	907518291	BSND	907389019	CDCP2	non-essential	non-essential	non-essential + non-essential
DG0008482	NegControls	Modified7	907518511	BSND	907389051	CDCP2	non-essential	non-essential	non-essential + non-essential
DG0008483	NegControls	Modified7	1179928398	KRTAP10-2	1179940756	KRTAP10-10	non-essential	non-essential	non-essential + non-essential
