ID	Notes	Scaffold	sgRNA1_ID	Gene1	sgRNA2_ID	Gene2	Gene_Pair	PILOT_100X_D14_R1	PILOT_100X_D14_R2	PILOT_100X_D14_R3	PILOT_100X_D3	PILOT_500X_D14_R1	PILOT_500X_D14_R2	PILOT_500X_D14_R3	PILOT_500X_D3	PILOT_PCR500X_D14_R1	PILOT_PCR500X_D14_R2	PILOT_PCR500X_D14_R3	PILOT_PCR500X_D3	PILOT_Plasmid
DG0007543	ScaffoldPosition	Modified7	1119834484	SNW1	CTRL00551	NONTARGETING	SNW1~NONTARGETING	130	83	129	197	123	112	155	265	99	138	137	248	272
DG0007544	ScaffoldPosition	Modified7	1119836209	SNW1	CTRL00551	NONTARGETING	SNW1~NONTARGETING	120	109	116	170	166	105	150	258	107	110	119	206	234
DG0007545	ScaffoldPosition	Modified7	1139516163	ATP6V0D1	CTRL00136	NONTARGETING	ATP6V0D1~NONTARGETING	178	147	125	111	197	174	224	170	193	253	214	150	204
DG0007546	ScaffoldPosition	Modified7	1139516158	ATP6V0D1	CTRL00136	NONTARGETING	ATP6V0D1~NONTARGETING	60	52	74	110	120	70	123	169	52	82	139	100	192
DG0007547	ScaffoldPosition	Modified7	1145930623	SUPT6H	CTRL00555	NONTARGETING	SUPT6H~NONTARGETING	9	22	16	37	22	11	10	27	9	26	6	35	143
DG0007548	ScaffoldPosition	Modified7	1145930497	SUPT6H	CTRL00555	NONTARGETING	SUPT6H~NONTARGETING	41	46	46	45	37	48	49	69	41	71	56	51	147
DG0007549	ScaffoldPosition	Modified7	915501916	CCT3	CTRL00590	NONTARGETING	CCT3~NONTARGETING	3	5	1	56	12	9	14	107	4	13	13	84	176
DG0007550	ScaffoldPosition	Modified7	915501158	CCT3	CTRL00590	NONTARGETING	CCT3~NONTARGETING	44	36	51	36	57	43	52	81	63	48	54	68	184
DG0007551	ScaffoldPosition	Modified7	1144317517	COX10	CTRL00713	NONTARGETING	COX10~NONTARGETING	135	125	134	80	210	148	182	126	137	178	136	140	211
DG0007552	ScaffoldPosition	Modified7	1144324007	COX10	CTRL00713	NONTARGETING	COX10~NONTARGETING	176	146	224	124	291	220	274	210	208	240	293	195	316
DG0007553	ScaffoldPosition	Modified7	1049746178	BOP1	CTRL00014	NONTARGETING	BOP1~NONTARGETING	31	32	36	58	26	27	43	97	23	36	14	83	182
DG0007554	ScaffoldPosition	Modified7	1049746325	BOP1	CTRL00014	NONTARGETING	BOP1~NONTARGETING	57	31	25	66	37	13	66	103	23	14	25	104	174
DG0007555	ScaffoldPosition	Modified7	950410876	RPL32	CTRL00500	NONTARGETING	RPL32~NONTARGETING	36	11	28	74	29	28	43	140	37	3	25	92	203
DG0007556	ScaffoldPosition	Modified7	950411284	RPL32	CTRL00500	NONTARGETING	RPL32~NONTARGETING	4	4	0	37	4	4	4	68	2	5	7	58	116
DG0007557	ScaffoldPosition	Modified7	996303582	SRFBP1	CTRL00869	NONTARGETING	SRFBP1~NONTARGETING	53	104	68	106	106	81	106	120	72	69	71	126	229
DG0007558	ScaffoldPosition	Modified7	996301661	SRFBP1	CTRL00869	NONTARGETING	SRFBP1~NONTARGETING	152	96	190	63	199	161	183	137	153	181	296	122	231
DG0007559	ScaffoldPosition	Modified7	938014110	POLR2D	CTRL00317	NONTARGETING	POLR2D~NONTARGETING	14	20	11	32	13	2	22	103	19	16	60	63	155
DG0007560	ScaffoldPosition	Modified7	938014108	POLR2D	CTRL00317	NONTARGETING	POLR2D~NONTARGETING	36	17	30	90	32	26	44	150	20	33	32	138	250
DG0007561	ScaffoldPosition	Modified7	1168097459	PRPF31	CTRL00566	NONTARGETING	PRPF31~NONTARGETING	51	36	92	112	73	65	88	183	57	49	88	171	279
DG0007562	ScaffoldPosition	Modified7	1168097393	PRPF31	CTRL00566	NONTARGETING	PRPF31~NONTARGETING	18	8	50	112	39	31	38	160	32	42	50	129	209
DG0007563	ScaffoldPosition	Modified7	1172748515	RPN2	CTRL00559	NONTARGETING	RPN2~NONTARGETING	75	46	50	44	125	63	84	88	94	44	74	72	134
DG0007564	ScaffoldPosition	Modified7	1172744886	RPN2	CTRL00559	NONTARGETING	RPN2~NONTARGETING	42	45	55	86	85	40	59	118	37	74	40	83	112
DG0007565	ScaffoldPosition	Modified7	1152714333	ALYREF	CTRL00031	NONTARGETING	ALYREF~NONTARGETING	1	3	0	16	9	5	7	17	14	7	6	16	44
DG0007566	ScaffoldPosition	Modified7	1152713810	ALYREF	CTRL00031	NONTARGETING	ALYREF~NONTARGETING	5	3	9	34	38	36	42	46	6	5	20	48	110
DG0007567	ScaffoldPosition	Modified7	1104697380	RAN	CTRL00314	NONTARGETING	RAN~NONTARGETING	1	0	14	33	0	1	4	34	1	12	24	30	155
DG0007568	ScaffoldPosition	Modified7	1104697375	RAN	CTRL00314	NONTARGETING	RAN~NONTARGETING	0	4	1	22	3	3	3	50	0	0	8	37	272
DG0007569	ScaffoldPosition	Modified7	1183462334	POLR2F	CTRL00303	NONTARGETING	POLR2F~NONTARGETING	51	15	32	73	62	36	39	160	12	59	21	142	154
DG0007570	ScaffoldPosition	Modified7	1183462336	POLR2F	CTRL00303	NONTARGETING	POLR2F~NONTARGETING	33	30	6	70	24	19	37	137	1	18	36	83	125
DG0007571	ScaffoldPosition	Modified7	1082818695	TIMM10	CTRL00880	NONTARGETING	TIMM10~NONTARGETING	36	32	13	68	38	21	47	83	26	11	19	82	117
DG0007572	ScaffoldPosition	Modified7	1082818698	TIMM10	CTRL00880	NONTARGETING	TIMM10~NONTARGETING	51	24	40	60	74	47	46	93	34	56	60	103	150
DG0007573	ScaffoldPosition	Modified7	1165950234	SUPT5H	CTRL00034	NONTARGETING	SUPT5H~NONTARGETING	49	31	55	119	93	37	74	191	58	67	49	131	169
DG0007574	ScaffoldPosition	Modified7	1165949268	SUPT5H	CTRL00034	NONTARGETING	SUPT5H~NONTARGETING	26	36	28	89	24	32	32	137	5	38	25	83	155
DG0007575	ScaffoldPosition	Modified7	997993985	HSPA9	CTRL00866	NONTARGETING	HSPA9~NONTARGETING	0	0	1	2	2	1	0	3	0	0	0	0	4
DG0007576	ScaffoldPosition	Modified7	997994361	HSPA9	CTRL00866	NONTARGETING	HSPA9~NONTARGETING	37	30	26	65	39	41	38	89	29	16	54	111	180
DG0007577	ScaffoldPosition	Modified7	1168349866	U2AF2	CTRL00218	NONTARGETING	U2AF2~NONTARGETING	27	37	34	63	14	19	20	124	15	50	10	127	122
DG0007578	ScaffoldPosition	Modified7	1168348739	U2AF2	CTRL00218	NONTARGETING	U2AF2~NONTARGETING	45	23	91	116	61	33	67	161	45	31	44	134	200
DG0007579	ScaffoldPosition	Modified7	961607167	RUVBL1	CTRL00859	NONTARGETING	RUVBL1~NONTARGETING	33	28	32	116	33	27	61	199	9	28	17	130	143
DG0007580	ScaffoldPosition	Modified7	961606227	RUVBL1	CTRL00859	NONTARGETING	RUVBL1~NONTARGETING	14	34	39	137	21	24	30	205	36	10	27	122	113
DG0007581	ScaffoldPosition	Modified7	942006579	DYNC1I2	CTRL00021	NONTARGETING	DYNC1I2~NONTARGETING	6	10	26	39	18	10	12	79	14	21	17	53	163
DG0007582	ScaffoldPosition	Modified7	942007923	DYNC1I2	CTRL00021	NONTARGETING	DYNC1I2~NONTARGETING	14	3	42	73	35	18	14	114	23	7	17	77	198
DG0007583	ScaffoldPosition	Modified7	1060925086	RPL12	CTRL00638	NONTARGETING	RPL12~NONTARGETING	13	15	25	22	21	14	23	46	13	24	43	82	94
DG0007584	ScaffoldPosition	Modified7	1060924876	RPL12	CTRL00638	NONTARGETING	RPL12~NONTARGETING	27	5	20	39	11	11	11	46	18	11	7	54	81
DG0007585	ScaffoldPosition	Modified7	1166291946	RPS19	CTRL00414	NONTARGETING	RPS19~NONTARGETING	20	12	52	88	22	25	33	113	17	7	5	100	164
DG0007586	ScaffoldPosition	Modified7	1166291916	RPS19	CTRL00414	NONTARGETING	RPS19~NONTARGETING	12	22	11	78	23	7	16	89	10	8	19	73	106
DG0007587	ScaffoldPosition	Modified7	1161980498	XAB2	CTRL00083	NONTARGETING	XAB2~NONTARGETING	114	77	148	76	185	126	165	85	99	201	159	69	145
DG0007588	ScaffoldPosition	Modified7	1161980101	XAB2	CTRL00083	NONTARGETING	XAB2~NONTARGETING	27	13	27	19	26	29	35	80	20	29	60	79	105
DG0007589	ScaffoldPosition	Modified7	930782075	RPS27A	CTRL00322	NONTARGETING	RPS27A~NONTARGETING	5	29	24	42	10	18	13	73	22	8	26	65	150
DG0007590	ScaffoldPosition	Modified7	930782256	RPS27A	CTRL00322	NONTARGETING	RPS27A~NONTARGETING	9	6	9	23	7	0	7	37	2	22	7	29	109
DG0007591	ScaffoldPosition	Modified7	1089449542	ARCN1	CTRL00413	NONTARGETING	ARCN1~NONTARGETING	42	48	11	83	33	31	38	165	29	34	53	129	200
DG0007592	ScaffoldPosition	Modified7	1089450324	ARCN1	CTRL00413	NONTARGETING	ARCN1~NONTARGETING	76	63	44	96	92	60	106	154	49	47	72	87	169
DG0007593	ScaffoldPosition	Modified7	1189403287	MED14	CTRL00825	NONTARGETING	MED14~NONTARGETING	16	22	15	35	32	17	18	140	11	7	46	91	135
DG0007594	ScaffoldPosition	Modified7	1189400440	MED14	CTRL00825	NONTARGETING	MED14~NONTARGETING	46	32	27	58	46	32	41	94	75	55	38	39	97
DG0007595	ScaffoldPosition	Modified7	978429835	RPL34	CTRL00438	NONTARGETING	RPL34~NONTARGETING	17	34	24	43	15	42	24	79	13	21	34	46	135
DG0007596	ScaffoldPosition	Modified7	978429852	RPL34	CTRL00438	NONTARGETING	RPL34~NONTARGETING	3	16	21	64	8	18	19	98	7	5	6	109	125
DG0007597	ScaffoldPosition	Modified7	1038590991	INTS9	CTRL00219	NONTARGETING	INTS9~NONTARGETING	4	3	37	47	6	7	7	88	1	12	6	74	94
DG0007598	ScaffoldPosition	Modified7	1038588419	INTS9	CTRL00219	NONTARGETING	INTS9~NONTARGETING	7	23	7	37	6	9	13	74	6	8	3	70	99
DG0007599	ScaffoldPosition	Modified7	1168693745	RPS5	CTRL00435	NONTARGETING	RPS5~NONTARGETING	14	0	3	4	7	7	3	12	0	5	0	12	56
DG0007600	ScaffoldPosition	Modified7	1168693680	RPS5	CTRL00435	NONTARGETING	RPS5~NONTARGETING	5	12	7	9	6	8	4	15	9	5	2	6	52
DG0007601	ScaffoldPosition	Modified7	1083363904	INCENP	CTRL00534	NONTARGETING	INCENP~NONTARGETING	39	72	75	61	66	58	70	109	46	89	75	88	207
DG0007602	ScaffoldPosition	Modified7	1083363885	INCENP	CTRL00534	NONTARGETING	INCENP~NONTARGETING	24	24	40	60	66	45	65	67	50	31	25	79	169
DG0007603	ScaffoldPosition	Modified7	1183679350	RPL3	CTRL00477	NONTARGETING	RPL3~NONTARGETING	24	9	68	74	50	34	39	143	49	21	36	91	158
DG0007604	ScaffoldPosition	Modified7	1183678602	RPL3	CTRL00477	NONTARGETING	RPL3~NONTARGETING	3	10	31	123	20	21	40	147	19	18	16	147	186
DG0007605	ScaffoldPosition	Modified7	1161683329	RPL36	CTRL00046	NONTARGETING	RPL36~NONTARGETING	3	9	12	44	4	7	9	80	4	6	2	66	173
DG0007606	ScaffoldPosition	Modified7	1161683328	RPL36	CTRL00046	NONTARGETING	RPL36~NONTARGETING	40	1	0	80	9	12	18	123	13	35	13	90	203
DG0007607	ScaffoldPosition	Modified7	1169037526	SNRPB	CTRL00360	NONTARGETING	SNRPB~NONTARGETING	332	258	344	142	446	340	377	271	265	412	431	162	356
DG0007608	ScaffoldPosition	Modified7	1169037523	SNRPB	CTRL00360	NONTARGETING	SNRPB~NONTARGETING	16	15	9	96	34	44	15	140	31	29	12	82	193
DG0007609	ScaffoldPosition	Modified7	1100986843	ACTR6	CTRL00406	NONTARGETING	ACTR6~NONTARGETING	48	38	75	136	53	63	97	163	28	38	41	132	230
DG0007610	ScaffoldPosition	Modified7	1100986372	ACTR6	CTRL00406	NONTARGETING	ACTR6~NONTARGETING	48	27	99	93	82	68	68	108	21	120	41	119	117
DG0007611	ScaffoldPosition	Modified7	1172483239	EIF6	CTRL00047	NONTARGETING	EIF6~NONTARGETING	7	19	48	92	25	11	21	82	11	2	23	100	180
DG0007612	ScaffoldPosition	Modified7	1172483282	EIF6	CTRL00047	NONTARGETING	EIF6~NONTARGETING	30	66	39	65	58	55	76	101	34	52	58	79	160
DG0007613	ScaffoldPosition	Modified7	1006637164	RPL10A	CTRL00016	NONTARGETING	RPL10A~NONTARGETING	23	12	13	77	28	30	32	121	30	25	33	123	210
DG0007614	ScaffoldPosition	Modified7	1006637155	RPL10A	CTRL00016	NONTARGETING	RPL10A~NONTARGETING	23	3	34	49	19	30	20	143	1	0	4	116	182
DG0007615	ScaffoldPosition	Modified7	1147259828	RPL19	CTRL00954	NONTARGETING	RPL19~NONTARGETING	3	5	3	36	11	4	6	83	0	8	13	55	62
DG0007616	ScaffoldPosition	Modified7	1147259827	RPL19	CTRL00954	NONTARGETING	RPL19~NONTARGETING	10	16	15	51	22	17	30	132	7	12	53	109	145
DG0007617	ScaffoldPosition	Modified7	1181943832	TFIP11	CTRL00188	NONTARGETING	TFIP11~NONTARGETING	50	108	93	79	73	71	78	122	102	156	51	88	243
DG0007618	ScaffoldPosition	Modified7	1181944678	TFIP11	CTRL00188	NONTARGETING	TFIP11~NONTARGETING	40	47	34	64	61	36	43	110	35	44	50	107	174
DG0007619	ScaffoldPosition	Modified7	1122221143	YY1	CTRL00294	NONTARGETING	YY1~NONTARGETING	55	35	44	103	95	57	102	143	72	59	87	97	241
DG0007620	ScaffoldPosition	Modified7	1122221123	YY1	CTRL00294	NONTARGETING	YY1~NONTARGETING	49	61	122	71	108	47	84	120	79	56	93	82	183
DG0007621	ScaffoldPosition	Modified7	1161066978	SF3A2	CTRL00595	NONTARGETING	SF3A2~NONTARGETING	3	3	26	28	17	22	20	51	2	12	17	48	96
DG0007622	ScaffoldPosition	Modified7	1161067255	SF3A2	CTRL00595	NONTARGETING	SF3A2~NONTARGETING	3	34	8	69	25	17	21	120	38	25	24	151	159
DG0007623	ScaffoldPosition	Modified7	1139579708	NUTF2	CTRL00235	NONTARGETING	NUTF2~NONTARGETING	120	112	196	46	233	193	205	128	165	178	171	112	167
DG0007624	ScaffoldPosition	Modified7	1139580190	NUTF2	CTRL00235	NONTARGETING	NUTF2~NONTARGETING	28	17	21	82	29	20	26	147	10	26	32	144	212
DG0007625	ScaffoldPosition	Modified7	981573856	LSM6	CTRL00922	NONTARGETING	LSM6~NONTARGETING	15	18	12	77	9	22	22	103	3	56	20	105	114
DG0007626	ScaffoldPosition	Modified7	981574222	LSM6	CTRL00922	NONTARGETING	LSM6~NONTARGETING	2	13	23	48	24	26	14	111	9	7	12	69	124
DG0007627	ScaffoldPosition	Modified7	915968494	COPA	CTRL00882	NONTARGETING	COPA~NONTARGETING	15	3	10	22	5	7	21	104	1	29	10	58	132
DG0007628	ScaffoldPosition	Modified7	915965799	COPA	CTRL00882	NONTARGETING	COPA~NONTARGETING	19	15	29	71	32	11	36	126	10	19	39	66	161
DG0007629	ScaffoldPosition	Modified7	926014850	CPSF3	CTRL00445	NONTARGETING	CPSF3~NONTARGETING	15	16	19	61	24	28	33	143	14	18	24	110	170
DG0007630	ScaffoldPosition	Modified7	926013991	CPSF3	CTRL00445	NONTARGETING	CPSF3~NONTARGETING	56	15	53	91	54	34	67	167	39	35	65	158	197
DG0007631	ScaffoldPosition	Modified7	1150689257	PSMD12	CTRL00740	NONTARGETING	PSMD12~NONTARGETING	39	20	38	30	36	37	39	72	15	61	48	61	151
DG0007632	ScaffoldPosition	Modified7	1150690935	PSMD12	CTRL00740	NONTARGETING	PSMD12~NONTARGETING	76	79	119	74	101	112	138	122	79	98	112	108	240
DG0007633	ScaffoldPosition	Modified7	914843014	PSMD4	CTRL00329	NONTARGETING	PSMD4~NONTARGETING	19	33	37	58	40	21	35	127	28	38	53	110	208
DG0007634	ScaffoldPosition	Modified7	914843150	PSMD4	CTRL00329	NONTARGETING	PSMD4~NONTARGETING	13	20	26	57	44	46	57	103	27	50	21	81	175
DG0007635	ScaffoldPosition	Modified7	1114480866	PSMB5	CTRL00036	NONTARGETING	PSMB5~NONTARGETING	20	0	2	29	4	4	18	55	0	0	0	32	167
DG0007636	ScaffoldPosition	Modified7	1114480870	PSMB5	CTRL00036	NONTARGETING	PSMB5~NONTARGETING	4	2	6	27	11	12	23	65	15	16	8	58	157
DG0007637	ScaffoldPosition	Modified7	1119488038	EIF2B2	CTRL00147	NONTARGETING	EIF2B2~NONTARGETING	15	27	31	118	53	35	28	133	29	17	21	98	166
DG0007638	ScaffoldPosition	Modified7	1119487857	EIF2B2	CTRL00147	NONTARGETING	EIF2B2~NONTARGETING	9	20	17	75	29	12	24	142	7	23	34	78	144
DG0007639	ScaffoldPosition	Modified7	1167439101	RPS11	CTRL00899	NONTARGETING	RPS11~NONTARGETING	24	26	6	61	32	20	11	108	1	11	21	75	238
DG0007640	ScaffoldPosition	Modified7	1167439110	RPS11	CTRL00899	NONTARGETING	RPS11~NONTARGETING	33	5	20	81	20	12	28	172	0	13	51	118	276
DG0007641	ScaffoldPosition	Modified7	1078784615	COPB1	CTRL00142	NONTARGETING	COPB1~NONTARGETING	39	4	26	50	26	17	37	79	40	21	29	101	210
DG0007642	ScaffoldPosition	Modified7	1078786068	COPB1	CTRL00142	NONTARGETING	COPB1~NONTARGETING	18	12	15	33	35	5	17	60	5	27	9	70	166
DG0007643	ScaffoldPosition	Modified7	1120977698	PSMC1	CTRL00664	NONTARGETING	PSMC1~NONTARGETING	17	16	14	74	30	23	20	124	9	10	24	84	151
DG0007644	ScaffoldPosition	Modified7	1120978385	PSMC1	CTRL00664	NONTARGETING	PSMC1~NONTARGETING	2	13	1	44	13	8	6	74	0	4	6	53	98
DG0007645	ScaffoldPosition	Modified7	947554600	PSMD1	CTRL00751	NONTARGETING	PSMD1~NONTARGETING	15	2	26	48	39	30	37	61	0	62	42	48	75
DG0007646	ScaffoldPosition	Modified7	947553157	PSMD1	CTRL00751	NONTARGETING	PSMD1~NONTARGETING	92	132	102	65	204	148	174	127	64	194	125	92	157
DG0007647	ScaffoldPosition	Modified7	953059010	RPSA	CTRL00780	NONTARGETING	RPSA~NONTARGETING	63	32	29	122	22	18	27	191	20	35	50	200	247
DG0007648	ScaffoldPosition	Modified7	953058680	RPSA	CTRL00780	NONTARGETING	RPSA~NONTARGETING	11	30	48	82	33	38	45	156	28	39	47	149	146
DG0007649	ScaffoldPosition	Modified7	936440878	POLR1B	CTRL00185	NONTARGETING	POLR1B~NONTARGETING	19	10	11	103	20	32	39	156	28	31	19	118	148
DG0007650	ScaffoldPosition	Modified7	936441658	POLR1B	CTRL00185	NONTARGETING	POLR1B~NONTARGETING	45	57	59	111	66	38	47	153	42	28	41	86	166
DG0007651	ScaffoldPosition	Modified7	1046712047	MED30	CTRL00189	NONTARGETING	MED30~NONTARGETING	19	2	24	49	7	11	26	105	22	42	13	74	146
DG0007652	ScaffoldPosition	Modified7	1046712050	MED30	CTRL00189	NONTARGETING	MED30~NONTARGETING	14	24	2	74	19	11	12	117	17	13	13	87	164
DG0007653	ScaffoldPosition	Modified7	944769286	WDR12	CTRL00183	NONTARGETING	WDR12~NONTARGETING	33	38	40	34	28	20	39	84	25	29	11	53	139
DG0007654	ScaffoldPosition	Modified7	944769161	WDR12	CTRL00183	NONTARGETING	WDR12~NONTARGETING	39	28	35	38	28	39	40	61	44	40	43	43	133
DG0007655	ScaffoldPosition	Modified7	924527334	HNRNPU	CTRL00177	NONTARGETING	HNRNPU~NONTARGETING	25	24	49	89	45	37	42	67	59	23	32	42	99
DG0007656	ScaffoldPosition	Modified7	924527365	HNRNPU	CTRL00177	NONTARGETING	HNRNPU~NONTARGETING	35	47	30	69	42	32	41	83	34	18	17	61	113
DG0007657	ScaffoldPosition	Modified7	1101870904	ISCU	CTRL00376	NONTARGETING	ISCU~NONTARGETING	62	37	52	66	63	41	80	81	40	54	79	91	93
DG0007658	ScaffoldPosition	Modified7	1101871014	ISCU	CTRL00376	NONTARGETING	ISCU~NONTARGETING	34	63	45	105	97	56	60	139	38	108	59	136	182
DG0007659	ScaffoldPosition	Modified7	1061839521	RPL7A	CTRL00868	NONTARGETING	RPL7A~NONTARGETING	35	44	18	94	38	17	29	124	17	49	14	135	156
DG0007660	ScaffoldPosition	Modified7	1061839596	RPL7A	CTRL00868	NONTARGETING	RPL7A~NONTARGETING	13	32	11	92	37	22	51	167	33	48	32	152	213
DG0007661	ScaffoldPosition	Modified7	975587995	SDAD1	CTRL00347	NONTARGETING	SDAD1~NONTARGETING	38	29	36	148	24	45	62	136	34	12	36	165	167
DG0007662	ScaffoldPosition	Modified7	975588990	SDAD1	CTRL00347	NONTARGETING	SDAD1~NONTARGETING	25	27	56	149	47	63	64	281	58	52	60	222	296
DG0007663	ScaffoldPosition	Modified7	1136507701	SRCAP	CTRL00304	NONTARGETING	SRCAP~NONTARGETING	14	14	30	48	21	20	18	81	22	21	28	37	126
DG0007664	ScaffoldPosition	Modified7	1136507735	SRCAP	CTRL00304	NONTARGETING	SRCAP~NONTARGETING	25	30	38	66	21	21	31	89	28	19	22	66	152
DG0007665	ScaffoldPosition	Modified7	1076987401	PSMD13	CTRL00986	NONTARGETING	PSMD13~NONTARGETING	44	29	51	103	36	27	51	134	12	43	73	90	204
DG0007666	ScaffoldPosition	Modified7	1076987653	PSMD13	CTRL00986	NONTARGETING	PSMD13~NONTARGETING	68	93	85	70	122	77	75	165	109	70	83	129	200
DG0007667	ScaffoldPosition	Modified7	1182438207	SF3A1	CTRL00652	NONTARGETING	SF3A1~NONTARGETING	10	4	21	41	20	24	18	78	7	20	12	79	187
DG0007668	ScaffoldPosition	Modified7	1182437905	SF3A1	CTRL00652	NONTARGETING	SF3A1~NONTARGETING	44	17	12	89	30	15	24	161	22	36	29	137	253
DG0007669	ScaffoldPosition	Modified7	1145936961	RPL23A	CTRL00930	NONTARGETING	RPL23A~NONTARGETING	30	38	11	86	45	20	23	140	13	32	43	78	240
DG0007670	ScaffoldPosition	Modified7	1145937116	RPL23A	CTRL00930	NONTARGETING	RPL23A~NONTARGETING	3	20	29	61	36	15	30	96	24	18	28	85	214
DG0007671	ScaffoldPosition	Modified7	1200147178	NAA10	CTRL00019	NONTARGETING	NAA10~NONTARGETING	29	22	46	75	57	41	50	89	34	53	34	111	131
DG0007672	ScaffoldPosition	Modified7	1200146851	NAA10	CTRL00019	NONTARGETING	NAA10~NONTARGETING	56	33	63	79	73	86	76	177	49	139	44	92	149
DG0007673	ScaffoldPosition	Modified7	1172062705	PLAGL2	CTRL00383	NONTARGETING	PLAGL2~NONTARGETING	212	187	198	135	229	215	329	212	214	244	348	184	289
DG0007674	ScaffoldPosition	Modified7	1172063330	PLAGL2	CTRL00383	NONTARGETING	PLAGL2~NONTARGETING	206	123	165	104	168	157	212	88	100	156	145	74	153
DG0007675	ScaffoldPosition	Modified7	1154007078	NAPG	CTRL00293	NONTARGETING	NAPG~NONTARGETING	119	78	114	89	103	78	84	108	61	128	115	91	137
DG0007676	ScaffoldPosition	Modified7	1154006451	NAPG	CTRL00293	NONTARGETING	NAPG~NONTARGETING	59	76	102	66	77	69	56	113	67	101	124	101	131
DG0007677	ScaffoldPosition	Modified7	1083967722	SF3B2	CTRL00785	NONTARGETING	SF3B2~NONTARGETING	27	19	17	92	23	10	27	174	22	11	46	152	228
DG0007678	ScaffoldPosition	Modified7	1083969086	SF3B2	CTRL00785	NONTARGETING	SF3B2~NONTARGETING	20	15	26	79	30	26	36	107	23	24	13	147	204
DG0007679	ScaffoldPosition	Modified7	1078787893	PSMA1	CTRL00635	NONTARGETING	PSMA1~NONTARGETING	20	20	21	96	37	22	57	129	35	12	25	121	211
DG0007680	ScaffoldPosition	Modified7	1078787939	PSMA1	CTRL00635	NONTARGETING	PSMA1~NONTARGETING	9	15	3	34	4	15	14	53	2	6	8	64	105
DG0007681	ScaffoldPosition	Modified7	978541013	GAR1	CTRL00633	NONTARGETING	GAR1~NONTARGETING	168	100	138	113	161	114	154	167	143	130	98	150	200
DG0007682	ScaffoldPosition	Modified7	978541032	GAR1	CTRL00633	NONTARGETING	GAR1~NONTARGETING	154	114	193	124	193	175	223	174	187	174	160	112	201
DG0007683	ScaffoldPosition	Modified7	916061530	PFDN2	CTRL00111	NONTARGETING	PFDN2~NONTARGETING	30	16	28	124	44	28	61	266	22	7	71	221	384
DG0007684	ScaffoldPosition	Modified7	916061538	PFDN2	CTRL00111	NONTARGETING	PFDN2~NONTARGETING	115	170	163	130	177	139	231	184	76	139	82	123	225
DG0007685	ScaffoldPosition	Modified7	950368069	TSEN2	CTRL00787	NONTARGETING	TSEN2~NONTARGETING	90	119	100	122	144	112	213	213	51	108	109	169	164
DG0007686	ScaffoldPosition	Modified7	950368061	TSEN2	CTRL00787	NONTARGETING	TSEN2~NONTARGETING	124	63	88	75	132	114	141	97	64	63	150	77	84
DG0007687	ScaffoldPosition	Modified7	1190060252	UBA1	CTRL00962	NONTARGETING	UBA1~NONTARGETING	13	37	32	126	32	16	24	186	30	27	20	161	284
DG0007688	ScaffoldPosition	Modified7	1190059619	UBA1	CTRL00962	NONTARGETING	UBA1~NONTARGETING	103	44	62	132	89	72	96	128	47	89	48	162	181
DG0007689	ScaffoldPosition	Modified7	953730881	LARS2	CTRL00008	NONTARGETING	LARS2~NONTARGETING	191	168	157	133	209	166	279	247	161	196	220	268	303
DG0007690	ScaffoldPosition	Modified7	953733853	LARS2	CTRL00008	NONTARGETING	LARS2~NONTARGETING	171	159	160	132	249	144	221	200	143	173	145	283	299
DG0007691	ScaffoldPosition	Modified7	1064410948	RPP38	CTRL00845	NONTARGETING	RPP38~NONTARGETING	16	31	44	54	32	50	35	83	42	17	48	73	113
DG0007692	ScaffoldPosition	Modified7	1064410963	RPP38	CTRL00845	NONTARGETING	RPP38~NONTARGETING	41	36	36	99	37	45	57	163	16	34	18	111	227
DG0007693	ScaffoldPosition	Modified7	905112796	PSMB2	CTRL00636	NONTARGETING	PSMB2~NONTARGETING	15	37	53	108	62	53	57	208	24	73	63	166	189
DG0007694	ScaffoldPosition	Modified7	905115035	PSMB2	CTRL00636	NONTARGETING	PSMB2~NONTARGETING	23	11	46	112	29	17	20	144	2	16	18	93	143
DG0007695	ScaffoldPosition	Modified7	932618320	CCT7	CTRL00501	NONTARGETING	CCT7~NONTARGETING	17	0	7	25	11	21	4	48	8	28	6	26	92
DG0007696	ScaffoldPosition	Modified7	932618323	CCT7	CTRL00501	NONTARGETING	CCT7~NONTARGETING	31	16	34	28	59	18	29	40	40	50	46	39	107
DG0007697	ScaffoldPosition	Modified7	922945170	NUP133	CTRL00957	NONTARGETING	NUP133~NONTARGETING	37	81	79	170	70	71	102	238	48	45	93	192	225
DG0007698	ScaffoldPosition	Modified7	922942275	NUP133	CTRL00957	NONTARGETING	NUP133~NONTARGETING	53	45	31	107	45	25	28	188	34	22	35	175	201
DG0007699	ScaffoldPosition	Modified7	1084053576	RBM14	CTRL00833	NONTARGETING	RBM14~NONTARGETING	47	42	37	77	44	25	36	185	37	19	28	108	170
DG0007700	ScaffoldPosition	Modified7	1084053605	RBM14	CTRL00833	NONTARGETING	RBM14~NONTARGETING	0	0	0	0	0	0	0	0	0	1	0	9	0
DG0007701	ScaffoldPosition	Modified7	1114640709	NEDD8	CTRL00246	NONTARGETING	NEDD8~NONTARGETING	44	9	49	89	38	31	33	127	22	28	13	80	174
DG0007702	ScaffoldPosition	Modified7	1114640732	NEDD8	CTRL00246	NONTARGETING	NEDD8~NONTARGETING	30	29	72	117	63	26	47	198	29	47	88	119	223
